Date	Time (HH:MM:SS)	Time (s)	Ch1	Ch2	Ch3	Ch4																						 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)
1/27/2019	22:23:39	999.56	3.7587	3.7817	3.9586	3.9418																						
1/27/2019	22:23:41	1001.17	3.7588	3.7807	3.9574	3.9421																						
1/27/2019	22:23:42	1002.52	3.7584	3.7811	3.9572	3.9434																						
1/27/2019	22:23:43	1003.78	3.7576	3.7817	3.9583	3.9454																						
1/27/2019	22:23:45	1005.14	3.7556	3.7837	3.9572	3.9463																						
1/27/2019	22:23:46	1006.67	3.7553	3.7832	3.9557	3.9462																						
1/27/2019	22:23:48	1008.23	3.755	3.7812	3.9571	3.9445																						
1/27/2019	22:23:49	1009.64	3.7572	3.7795	3.9576	3.9445																						
1/27/2019	22:23:51	1011.33	3.7573	3.78	3.958	3.9441																						
1/27/2019	22:23:52	1012.97	3.7584	3.7795	3.9559	3.9435																						
1/27/2019	22:23:54	1014.44	3.756	3.7803	3.9559	3.9408																						
1/27/2019	22:23:55	1016.09	3.7548	3.7796	3.9557	3.9389																						
1/27/2019	22:23:57	1017.59	3.7535	3.7798	3.9546	3.9406																						
1/27/2019	22:23:58	1018.97	3.7548	3.7785	3.9533	3.9428																						
1/27/2019	22:24:00	1020.22	3.7549	3.7762	3.9521	3.9448																						
1/27/2019	22:24:01	1021.56	3.7556	3.7767	3.9527	3.9435																						
1/27/2019	22:24:03	1023.17	3.7546	3.7774	3.9525	3.9404																						
1/27/2019	22:24:04	1024.37	3.7534	3.7776	3.9531	3.9391																						
1/27/2019	22:24:05	1025.91	3.7514	3.776	3.9529	3.9388																						
1/27/2019	22:24:07	1027.25	3.7496	3.7759	3.9555	3.9394																						
1/27/2019	22:24:08	1028.78	3.7511	3.7765	3.9545	3.9386																						
1/27/2019	22:24:10	1030.48	3.7511	3.7765	3.9541	3.9391																						
1/27/2019	22:24:11	1031.86	3.7515	3.7759	3.9544	3.9395																						
1/27/2019	22:24:12	1033.09	3.7499	3.7774	3.9545	3.9401																						
1/27/2019	22:24:14	1034.69	3.7518	3.7775	3.9542	3.9403																						
1/27/2019	22:24:16	1036.12	3.7531	3.777	3.9527	3.9399																						
1/27/2019	22:24:17	1037.67	3.7523	3.7761	3.9522	3.9392																						
1/27/2019	22:24:18	1039.11	3.7515	3.7783	3.9507	3.9378																						
1/27/2019	22:24:20	1040.48	3.7503	3.7796	3.9495	3.9365																						
1/27/2019	22:24:22	1042.12	3.7506	3.7805	3.951	3.9351																						
1/27/2019	22:24:23	1043.41	3.75	3.7779	3.9534	3.9331																						
1/27/2019	22:24:24	1044.77	3.7494	3.7775	3.9557	3.9339																						
1/27/2019	22:24:26	1046.42	3.7491	3.7765	3.9563	3.9338																						
1/27/2019	22:24:27	1047.87	3.7503	3.7784	3.9551	3.9329																						
1/27/2019	22:24:28	1049.06	3.7505	3.778	3.9525	3.9328																						
1/27/2019	22:24:30	1050.45	3.7499	3.7769	3.951	3.9333																						
1/27/2019	22:24:31	1051.8	3.7491	3.775	3.9513	3.9339																						
1/27/2019	22:24:33	1053.47	3.7495	3.7751	3.951	3.9338																						
1/27/2019	22:24:34	1054.92	3.7519	3.7752	3.9503	3.9334																						
1/27/2019	22:24:36	1056.19	3.749	3.7744	3.9498	3.9336																						
1/27/2019	22:24:37	1057.72	3.7503	3.7721	3.9511	3.933																						
1/27/2019	22:24:39	1059.39	3.7478	3.7694	3.9538	3.9326																						
1/27/2019	22:24:40	1060.95	3.7499	3.7686	3.9544	3.9334																						
1/27/2019	22:24:42	1062.36	3.749	3.7689	3.9545	3.9342																						
1/27/2019	22:24:43	1063.83	3.7509	3.7701	3.9529	3.9324																						
1/27/2019	22:24:44	1065.06	3.7514	3.7699	3.9529	3.9317																						
1/27/2019	22:24:46	1066.56	3.7507	3.7712	3.9529	3.9306																						
1/27/2019	22:24:47	1067.87	3.7496	3.7699	3.9517	3.9328																						
1/27/2019	22:24:49	1069.23	3.7462	3.77	3.9527	3.933																						
1/27/2019	22:24:50	1070.69	3.7451	3.7689	3.9503	3.9328																						
1/27/2019	22:24:52	1072.12	3.7447	3.7704	3.9518	3.9326																						
1/27/2019	22:24:53	1073.53	3.7459	3.7719	3.9506	3.9333																						
1/27/2019	22:24:54	1075.03	3.747	3.7719	3.9522	3.933																						
1/27/2019	22:24:56	1076.67	3.7464	3.7728	3.9487	3.9324																						
1/27/2019	22:24:57	1078.03	3.7463	3.7726	3.9483	3.9303																						
1/27/2019	22:24:59	1079.44	3.747	3.7726	3.9494	3.9295																						
1/27/2019	22:25:00	1080.75	3.7467	3.7726	3.9531	3.9297																						
1/27/2019	22:25:02	1082.23	3.7476	3.7721	3.9518	3.9304																						
1/27/2019	22:25:03	1083.62	3.7468	3.7726	3.9512	3.9328																						
1/27/2019	22:25:05	1085.45	3.7483	3.772	3.9502	3.9317																						
1/27/2019	22:25:06	1086.84	3.7487	3.7724	3.9528	3.932																						
1/27/2019	22:25:08	1088.2	3.7501	3.7706	3.9519	3.931																						
1/27/2019	22:25:09	1089.53	3.7487	3.771	3.951	3.9313																						
1/27/2019	22:25:10	1090.81	3.7507	3.7708	3.9499	3.9313																						
1/27/2019	22:25:12	1092.28	3.7491	3.7726	3.9495	3.9311																						
1/27/2019	22:25:13	1093.59	3.7481	3.7723	3.9489	3.9315																						
1/27/2019	22:25:14	1094.87	3.7456	3.7729	3.9481	3.9316																						
1/27/2019	22:25:16	1096.2	3.746	3.7719	3.9489	3.9319																						
1/27/2019	22:25:17	1097.58	3.7472	3.7717	3.9481	3.9304																						
1/27/2019	22:25:18	1099.03	3.7463	3.7698	3.9495	3.9298																						
1/27/2019	22:25:20	1100.23	3.7438	3.7689	3.9491	3.9295																						
1/27/2019	22:25:21	1101.8	3.7444	3.7697	3.9509	3.9297																						
1/27/2019	22:25:22	1103.05	3.7436	3.77	3.9488	3.9297																						
1/27/2019	22:25:24	1104.36	3.7447	3.7719	3.9489	3.9307																						
1/27/2019	22:25:25	1105.97	3.744	3.7703	3.9494	3.9322																						
1/27/2019	22:25:27	1107.28	3.7456	3.7713	3.9518	3.9324																						
1/27/2019	22:25:28	1108.7	3.7479	3.7695	3.9521	3.931																						
1/27/2019	22:25:29	1110.05	3.7468	3.7703	3.9523	3.9302																						
1/27/2019	22:25:31	1111.7	3.7452	3.7697	3.9499	3.93																						
1/27/2019	22:25:33	1113.36	3.7428	3.7704	3.9495	3.9307																						
1/27/2019	22:25:34	1114.73	3.7423	3.7698	3.9493	3.9308																						
1/27/2019	22:25:35	1115.97	3.7428	3.7688	3.9489	3.9311																						
1/27/2019	22:25:37	1117.2	3.7435	3.7689	3.9494	3.932																						
1/27/2019	22:25:38	1118.47	3.7436	3.768	3.9475	3.933																						
1/27/2019	22:25:39	1119.8	3.7439	3.7674	3.9483	3.9325																						
1/27/2019	22:25:40	1121.03	3.7431	3.7667	3.9453	3.933																						
1/27/2019	22:25:42	1122.28	3.7433	3.769	3.9479	3.9322																						
1/27/2019	22:25:43	1123.55	3.7436	3.7705	3.9498	3.9334																						
1/27/2019	22:25:44	1124.84	3.7443	3.77	3.951	3.9339																						
1/27/2019	22:25:46	1126.17	3.7444	3.7672	3.9506	3.9344																						
1/27/2019	22:25:47	1127.62	3.7433	3.7666	3.9489	3.9342																						
1/27/2019	22:25:48	1128.91	3.7428	3.7668	3.9489	3.9336																						
1/27/2019	22:25:50	1130.28	3.7416	3.7682	3.9481	3.934																						
1/27/2019	22:25:51	1131.77	3.7419	3.7679	3.9485	3.9344																						
1/27/2019	22:25:53	1133.17	3.7423	3.7699	3.9494	3.9339																						
1/27/2019	22:25:54	1134.42	3.7437	3.7708	3.9494	3.9339																						
1/27/2019	22:25:55	1136	3.7443	3.7702	3.9474	3.9343																						
1/27/2019	22:25:57	1137.41	3.7437	3.7684	3.9473	3.9356																						
1/27/2019	22:25:58	1138.8	3.7433	3.7673	3.9485	3.9357																						
1/27/2019	22:26:00	1140.16	3.7428	3.7675	3.9489	3.9344																						
1/27/2019	22:26:01	1141.52	3.7436	3.7683	3.9489	3.9345																						
1/27/2019	22:26:02	1142.91	3.7427	3.7676	3.9469	3.9352																						
1/27/2019	22:26:04	1144.16	3.7424	3.7674	3.9479	3.9374																						
1/27/2019	22:26:05	1145.5	3.7403	3.7648	3.9476	3.9353																						
1/27/2019	22:26:06	1146.94	3.7408	3.7642	3.948	3.9358																						
1/27/2019	22:26:08	1148.3	3.7386	3.7637	3.9488	3.935																						
1/27/2019	22:26:09	1149.59	3.7402	3.7654	3.9481	3.9353																						
1/27/2019	22:26:11	1151.31	3.7411	3.765	3.9476	3.9327																						
1/27/2019	22:26:12	1152.98	3.7427	3.7644	3.9458	3.9325																						
1/27/2019	22:26:14	1154.56	3.7427	3.7645	3.9461	3.9325																						
1/27/2019	22:26:15	1156	3.7412	3.7658	3.9459	3.9322																						
1/27/2019	22:26:17	1157.37	3.7411	3.7687	3.9472	3.9296																						
1/27/2019	22:26:18	1158.64	3.7404	3.7683	3.9478	3.9274																						
1/27/2019	22:26:19	1159.98	3.7409	3.7682	3.9466	3.9282																						
1/27/2019	22:26:21	1161.28	3.7421	3.7673	3.9446	3.9285																						
1/27/2019	22:26:22	1162.69	3.7405	3.7662	3.9436	3.9293																						
1/27/2019	22:26:23	1163.98	3.74	3.7668	3.9462	3.9269																						
1/27/2019	22:26:25	1165.2	3.7389	3.7669	3.9481	3.9278																						
1/27/2019	22:26:26	1166.5	3.7398	3.7681	3.9477	3.9272																						
1/27/2019	22:26:27	1167.84	3.7386	3.7682	3.9439	3.9269																						
1/27/2019	22:26:29	1169.2	3.7392	3.7676	3.944	3.9264																						
1/27/2019	22:26:30	1170.67	3.7382	3.7668	3.9441	3.9246																						
1/27/2019	22:26:31	1172.02	3.7409	3.765	3.9454	3.9255																						
1/27/2019	22:26:33	1173.58	3.7406	3.7641	3.9451	3.925																						
1/27/2019	22:26:34	1175.03	3.7405	3.7636	3.9459	3.9251																						
1/27/2019	22:26:36	1176.41	3.7412	3.7646	3.9451	3.924																						
1/27/2019	22:26:37	1177.8	3.7416	3.7659	3.9457	3.9255																						
1/27/2019	22:26:38	1179.03	3.744	3.7669	3.9458	3.9265																						
1/27/2019	22:26:40	1180.33	3.7425	3.767	3.9481	3.9273																						
1/27/2019	22:26:41	1181.69	3.7424	3.7665	3.9451	3.926																						
1/27/2019	22:26:42	1182.97	3.7398	3.7645	3.9447	3.9285																						
1/27/2019	22:26:44	1184.28	3.7392	3.7638	3.9451	3.9287																						
1/27/2019	22:26:45	1185.56	3.7396	3.7628	3.9461	3.9283																						
1/27/2019	22:26:46	1186.87	3.7422	3.7646	3.9425	3.9259																						
1/27/2019	22:26:48	1188.3	3.7431	3.7646	3.9406	3.9255																						
1/27/2019	22:26:49	1189.78	3.7401	3.7641	3.9408	3.9258																						
1/27/2019	22:26:51	1191.22	3.7402	3.7644	3.9446	3.9245																						
1/27/2019	22:26:52	1192.52	3.7393	3.7652	3.9454	3.9238																						
1/27/2019	22:26:53	1193.98	3.7418	3.7667	3.9443	3.9228																						
1/27/2019	22:26:55	1195.3	3.7404	3.767	3.9443	3.9241																						
1/27/2019	22:26:56	1196.64	3.7408	3.7664	3.9425	3.9249																						
1/27/2019	22:26:57	1198	3.7409	3.7658	3.9427	3.9255																						
1/27/2019	22:26:59	1199.44	3.7412	3.7646	3.9416	3.9258																						
1/27/2019	22:27:00	1200.89	3.7402	3.7647	3.9419	3.9272																						
1/27/2019	22:27:02	1202.22	3.7393	3.7646	3.9428	3.9268																						
1/27/2019	22:27:03	1203.53	3.738	3.7638	3.9419	3.9263																						
1/27/2019	22:27:04	1204.83	3.7384	3.7631	3.9428	3.9256																						
1/27/2019	22:27:06	1206.42	3.7386	3.7638	3.9416	3.9247																						
1/27/2019	22:27:07	1208.02	3.7412	3.7641	3.9436	3.9266																						
1/27/2019	22:27:09	1209.47	3.742	3.7636	3.9434	3.9288																						
1/27/2019	22:27:10	1210.92	3.7413	3.7624	3.944	3.9313																						
1/27/2019	22:27:12	1212.31	3.7401	3.7613	3.9412	3.9325																						
1/27/2019	22:27:13	1213.61	3.7398	3.7613	3.9417	3.9309																						
1/27/2019	22:27:14	1214.92	3.741	3.7624	3.939	3.9312																						
1/27/2019	22:27:16	1216.27	3.742	3.7641	3.9391	3.9304																						
1/27/2019	22:27:17	1217.67	3.7405	3.7654	3.939	3.9301																						
1/27/2019	22:27:19	1219.17	3.7406	3.7636	3.9409	3.9305																						
1/27/2019	22:27:20	1220.86	3.7398	3.7646	3.9438	3.9305																						
1/27/2019	22:27:22	1222.28	3.7401	3.7646	3.9424	3.9306																						
1/27/2019	22:27:23	1223.75	3.7398	3.7651	3.9453	3.9285																						
1/27/2019	22:27:24	1225	3.7393	3.7655	3.9424	3.9277																						
1/27/2019	22:27:26	1226.41	3.7416	3.7638	3.9431	3.9273																						
1/27/2019	22:27:28	1228.17	3.7408	3.7646	3.9386	3.9269																						
1/27/2019	22:27:29	1229.5	3.7385	3.7641	3.9385	3.9264																						
1/27/2019	22:27:30	1230.77	3.7376	3.7657	3.9404	3.9254																						
1/27/2019	22:27:31	1231.97	3.7354	3.7654	3.9446	3.927																						
1/27/2019	22:27:33	1233.28	3.7372	3.7637	3.9478	3.9272																						
1/27/2019	22:27:34	1234.59	3.7355	3.762	3.9469	3.9249																						
1/27/2019	22:27:35	1236.05	3.7376	3.7611	3.9458	3.9246																						
1/27/2019	22:27:37	1237.33	3.7388	3.7606	3.944	3.9245																						
1/27/2019	22:27:38	1238.59	3.74	3.7621	3.9446	3.9269																						
1/27/2019	22:27:39	1239.97	3.7406	3.7622	3.9431	3.9242																						
1/27/2019	22:27:41	1241.34	3.7402	3.7612	3.9442	3.9219																						
1/27/2019	22:27:42	1242.64	3.7376	3.7592	3.9413	3.9189																						
1/27/2019	22:27:43	1243.97	3.7368	3.7583	3.9436	3.921																						
1/27/2019	22:27:45	1245.22	3.735	3.7603	3.9411	3.9218																						
1/27/2019	22:27:46	1246.66	3.7355	3.7619	3.9432	3.924																						
1/27/2019	22:27:47	1247.89	3.7338	3.7627	3.9406	3.9228																						
1/27/2019	22:27:49	1249.19	3.7358	3.7623	3.9409	3.9227																						
1/27/2019	22:27:50	1250.47	3.7361	3.7619	3.9408	3.9227																						
1/27/2019	22:27:51	1251.73	3.736	3.7617	3.9413	3.9225																						
1/27/2019	22:27:52	1253.06	3.7335	3.7599	3.9429	3.921																						
1/27/2019	22:27:54	1254.28	3.7331	3.7595	3.9409	3.9188																						
1/27/2019	22:27:55	1255.48	3.7345	3.7595	3.9394	3.9205																						
1/27/2019	22:27:56	1256.84	3.7361	3.7598	3.9377	3.9225																						
1/27/2019	22:27:58	1258.17	3.7364	3.7582	3.9379	3.9245																						
1/27/2019	22:27:59	1259.61	3.7347	3.7591	3.9408	3.9241																						
1/27/2019	22:28:00	1260.89	3.7338	3.7608	3.9423	3.9238																						
1/27/2019	22:28:02	1262.33	3.7347	3.7623	3.9408	3.9237																						
1/27/2019	22:28:03	1263.64	3.7358	3.7602	3.9375	3.9229																						
1/27/2019	22:28:05	1265.19	3.7355	3.7597	3.9363	3.9239																						
1/27/2019	22:28:06	1266.69	3.7346	3.7588	3.9394	3.9254																						
1/27/2019	22:28:07	1268.06	3.7355	3.7602	3.9404	3.9247																						
1/27/2019	22:28:09	1269.52	3.7364	3.76	3.9405	3.9234																						
1/27/2019	22:28:11	1271.17	3.7384	3.7603	3.9421	3.9224																						
1/27/2019	22:28:12	1272.53	3.7373	3.7615	3.9416	3.9227																						
1/27/2019	22:28:13	1273.72	3.7386	3.7611	3.9417	3.9225																						
1/27/2019	22:28:15	1275.25	3.7366	3.7627	3.9408	3.9216																						
1/27/2019	22:28:16	1276.89	3.7386	3.7617	3.9439	3.9225																						
1/27/2019	22:28:18	1278.5	3.7362	3.7613	3.9434	3.9218																						
1/27/2019	22:28:19	1279.98	3.7373	3.7611	3.9432	3.9225																						
1/27/2019	22:28:21	1281.3	3.7359	3.7614	3.9394	3.9206																						
1/27/2019	22:28:22	1282.83	3.7368	3.7636	3.9385	3.92																						
1/27/2019	22:28:24	1284.39	3.7373	3.7615	3.9363	3.9184																						
1/27/2019	22:28:25	1285.83	3.7392	3.7598	3.94	3.9184																						
1/27/2019	22:28:27	1287.31	3.7393	3.7579	3.942	3.9184																						
1/27/2019	22:28:28	1288.61	3.7385	3.7583	3.942	3.9195																						
1/27/2019	22:28:29	1290.08	3.7349	3.7607	3.9403	3.9205																						
1/27/2019	22:28:31	1291.75	3.7329	3.7607	3.9389	3.9216																						
1/27/2019	22:28:33	1293.16	3.7322	3.7614	3.9385	3.9202																						
1/27/2019	22:28:34	1294.58	3.7326	3.7604	3.9403	3.9213																						
1/27/2019	22:28:35	1295.94	3.7338	3.761	3.9394	3.92																						
1/27/2019	22:28:37	1297.25	3.7335	3.7589	3.9405	3.9197																						
1/27/2019	22:28:38	1298.53	3.7356	3.7575	3.9394	3.917																						
1/27/2019	22:28:39	1299.81	3.7368	3.7579	3.9386	3.9189																						
1/27/2019	22:28:41	1301.16	3.736	3.7599	3.9377	3.9198																						
1/27/2019	22:28:42	1302.39	3.735	3.7597	3.9375	3.9207																						
1/27/2019	22:28:43	1303.8	3.7357	3.7593	3.9397	3.9206																						
1/27/2019	22:28:45	1305.22	3.737	3.7587	3.94	3.9191																						
1/27/2019	22:28:46	1306.69	3.7352	3.761	3.9388	3.92																						
1/27/2019	22:28:47	1308.08	3.7337	3.7599	3.9388	3.9197																						
1/27/2019	22:28:49	1309.48	3.733	3.7589	3.9385	3.921																						
1/27/2019	22:28:50	1310.97	3.7356	3.7577	3.9381	3.9204																						
1/27/2019	22:28:52	1312.5	3.7353	3.758	3.9359	3.92																						
1/27/2019	22:28:53	1313.98	3.7349	3.7589	3.9365	3.9207																						
1/27/2019	22:28:55	1315.33	3.7342	3.7599	3.9386	3.9218																						
1/27/2019	22:28:56	1316.86	3.735	3.7596	3.9418	3.9228																						
1/27/2019	22:28:58	1318.28	3.7361	3.7602	3.9431	3.9234																						
1/27/2019	22:28:59	1319.61	3.7364	3.7589	3.9408	3.9215																						
1/27/2019	22:29:00	1321.06	3.734	3.7588	3.9385	3.9201																						
1/27/2019	22:29:02	1322.41	3.7345	3.7576	3.9369	3.9202																						
1/27/2019	22:29:03	1323.8	3.7342	3.7571	3.9384	3.9216																						
1/27/2019	22:29:05	1325.2	3.7368	3.7571	3.9391	3.9225																						
1/27/2019	22:29:06	1326.89	3.734	3.7568	3.9376	3.9234																						
1/27/2019	22:29:08	1328.17	3.7338	3.7564	3.9362	3.9247																						
1/27/2019	22:29:09	1329.5	3.7332	3.7568	3.9358	3.9251																						
1/27/2019	22:29:10	1330.78	3.7358	3.758	3.9371	3.9243																						
1/27/2019	22:29:12	1332.19	3.7358	3.7576	3.9374	3.9211																						
1/27/2019	22:29:13	1333.47	3.7361	3.7569	3.9362	3.9198																						
1/27/2019	22:29:14	1334.66	3.7341	3.7558	3.9365	3.9191																						
1/27/2019	22:29:15	1335.98	3.7352	3.756	3.9362	3.9205																						
1/27/2019	22:29:17	1337.42	3.735	3.7563	3.9369	3.92																						
1/27/2019	22:29:18	1338.78	3.7337	3.7562	3.9362	3.9186																						
1/27/2019	22:29:19	1340.08	3.7338	3.7574	3.937	3.9169																						
1/27/2019	22:29:21	1341.37	3.7338	3.7571	3.9381	3.9174																						
1/27/2019	22:29:22	1342.66	3.7368	3.7579	3.9389	3.9195																						
1/27/2019	22:29:23	1343.97	3.7344	3.7568	3.9384	3.9214																						
1/27/2019	22:29:25	1345.47	3.7345	3.7571	3.9365	3.9223																						
1/27/2019	22:29:26	1346.81	3.7341	3.7562	3.9351	3.9226																						
1/27/2019	22:29:28	1348.14	3.7348	3.7563	3.9332	3.9218																						
1/27/2019	22:29:29	1349.7	3.7346	3.7563	3.9334	3.9215																						
1/27/2019	22:29:30	1351	3.7352	3.7568	3.9331	3.9209																						
1/27/2019	22:29:32	1352.45	3.7354	3.757	3.9357	3.922																						
1/27/2019	22:29:33	1353.83	3.7344	3.7569	3.9377	3.9215																						
1/27/2019	22:29:34	1355.06	3.7338	3.7571	3.9365	3.9212																						
1/27/2019	22:29:36	1356.33	3.7321	3.7578	3.9347	3.9216																						
1/27/2019	22:29:37	1357.55	3.7344	3.7579	3.9334	3.9251																						
1/27/2019	22:29:38	1358.98	3.734	3.7578	3.9341	3.9256																						
1/27/2019	22:29:40	1360.34	3.7354	3.7572	3.9338	3.9251																						
1/27/2019	22:29:41	1361.53	3.7323	3.757	3.9332	3.9246																						
1/27/2019	22:29:42	1362.86	3.7321	3.7565	3.9353	3.9253																						
1/27/2019	22:29:43	1364.09	3.7321	3.757	3.9362	3.9258																						
1/27/2019	22:29:45	1365.3	3.733	3.7577	3.9393	3.9254																						
1/27/2019	22:29:46	1366.55	3.7334	3.7584	3.9378	3.9243																						
1/27/2019	22:29:47	1367.8	3.7344	3.7575	3.9368	3.9238																						
1/27/2019	22:29:49	1369.27	3.7328	3.7568	3.9354	3.9217																						
1/27/2019	22:29:50	1370.62	3.7338	3.7568	3.9361	3.9199																						
1/27/2019	22:29:51	1372.05	3.7325	3.7572	3.9365	3.9178																						
1/27/2019	22:29:53	1373.44	3.7321	3.7566	3.9347	3.9199																						
1/27/2019	22:29:54	1374.83	3.7326	3.7555	3.9358	3.9206																						
1/27/2019	22:29:56	1376.16	3.7324	3.7557	3.9376	3.9233																						
1/27/2019	22:29:57	1377.36	3.7354	3.7567	3.9389	3.9206																						
1/27/2019	22:29:58	1378.83	3.7322	3.7571	3.9388	3.9215																						
1/27/2019	22:30:00	1380.19	3.7313	3.7573	3.9383	3.9201																						
1/27/2019	22:30:01	1381.52	3.7288	3.7569	3.9365	3.9205																						
1/27/2019	22:30:02	1382.84	3.729	3.7577	3.9343	3.9195																						
1/27/2019	22:30:04	1385.11	3.7324	3.7583	3.9338	3.9186																						
1/27/2019	22:30:06	1386.5	3.7341	3.7579	3.9339	3.9179																						
1/27/2019	22:30:07	1387.8	3.7373	3.7571	3.9338	3.9164																						
1/27/2019	22:30:08	1389.03	3.7346	3.7554	3.9335	3.9176																						
1/27/2019	22:30:10	1390.41	3.7355	3.756	3.9323	3.9167																						
1/27/2019	22:30:11	1391.7	3.7333	3.7565	3.9316	3.9182																						
1/27/2019	22:30:12	1392.95	3.7338	3.7573	3.9315	3.9165																						
1/27/2019	22:30:14	1394.27	3.7318	3.758	3.9345	3.9182																						
1/27/2019	22:30:15	1395.66	3.7308	3.7583	3.9362	3.9185																						
1/27/2019	22:30:16	1397.05	3.7297	3.7581	3.935	3.9203																						
1/27/2019	22:30:18	1398.36	3.7289	3.7579	3.9341	3.92																						
1/27/2019	22:30:19	1399.62	3.7292	3.7583	3.933	3.9192																						
1/27/2019	22:30:20	1400.91	3.73	3.7601	3.9338	3.9183																						
1/27/2019	22:30:22	1402.23	3.7329	3.7588	3.9338	3.919																						
1/27/2019	22:30:23	1403.48	3.7327	3.7588	3.9324	3.9201																						
1/27/2019	22:30:24	1404.7	3.7331	3.7579	3.9314	3.9215																						
1/27/2019	22:30:25	1405.94	3.7301	3.7581	3.9322	3.9223																						
1/27/2019	22:30:27	1407.5	3.7312	3.7583	3.9347	3.9223																						
1/27/2019	22:30:28	1408.66	3.73	3.7571	3.9357	3.9226																						
1/27/2019	22:30:29	1410.11	3.7318	3.7578	3.9348	3.9228																						
1/27/2019	22:30:31	1411.47	3.7306	3.7579	3.9357	3.9243																						
1/27/2019	22:30:32	1412.72	3.7317	3.7594	3.9352	3.9231																						
1/27/2019	22:30:33	1414.05	3.732	3.7592	3.9356	3.9227																						
1/27/2019	22:30:35	1415.56	3.7322	3.758	3.9356	3.9204																						
1/27/2019	22:30:36	1416.8	3.7326	3.7576	3.9357	3.9208																						
1/27/2019	22:30:38	1418.58	3.7314	3.7585	3.9358	3.9199																						
1/27/2019	22:30:39	1420.05	3.731	3.7597	3.9346	3.9215																						
1/27/2019	22:30:41	1421.44	3.7302	3.7585	3.9346	3.9213																						
1/27/2019	22:30:43	1423.14	3.7312	3.7578	3.9337	3.9214																						
1/27/2019	22:30:44	1424.64	3.7316	3.7568	3.9353	3.9207																						
1/27/2019	22:30:46	1426.2	3.7302	3.7576	3.9352	3.9195																						
1/27/2019	22:30:47	1427.47	3.73	3.7574	3.9353	3.9199																						
1/27/2019	22:30:48	1428.8	3.7306	3.7568	3.9312	3.92																						
1/27/2019	22:30:49	1430.06	3.7313	3.7554	3.9325	3.9226																						
1/27/2019	22:30:51	1431.33	3.7332	3.7555	3.9312	3.9225																						
1/27/2019	22:30:52	1432.59	3.7333	3.7567	3.9337	3.9216																						
1/27/2019	22:30:53	1433.92	3.7367	3.7574	3.9314	3.9194																						
1/27/2019	22:30:55	1435.23	3.7355	3.7583	3.9322	3.9192																						
1/27/2019	22:30:56	1436.48	3.7351	3.758	3.9322	3.9203																						
1/27/2019	22:30:57	1437.86	3.7324	3.7589	3.9349	3.9198																						
1/27/2019	22:30:59	1439.34	3.732	3.7588	3.936	3.9194																						
1/27/2019	22:31:00	1440.89	3.7321	3.7596	3.9362	3.9177																						
1/27/2019	22:31:01	1442.05	3.7309	3.7602	3.9352	3.9183																						
1/27/2019	22:31:03	1443.41	3.7308	3.7595	3.9353	3.9178																						
1/27/2019	22:31:04	1444.98	3.7306	3.7586	3.9346	3.9205																						
1/27/2019	22:31:06	1446.27	3.7333	3.7588	3.9353	3.9214																						
1/27/2019	22:31:07	1447.94	3.7323	3.7583	3.9334	3.9218																						
1/27/2019	22:31:09	1449.19	3.7327	3.7579	3.9315	3.9222																						
1/27/2019	22:31:10	1450.48	3.7305	3.7568	3.9313	3.9216																						
1/27/2019	22:31:11	1451.75	3.7308	3.7577	3.9329	3.923																						
1/27/2019	22:31:12	1452.98	3.732	3.7594	3.9353	3.9227																						
1/27/2019	22:31:14	1454.23	3.7337	3.7591	3.9349	3.9246																						
1/27/2019	22:31:15	1455.55	3.7349	3.7593	3.9352	3.9243																						
1/27/2019	22:31:16	1456.81	3.7347	3.7581	3.9342	3.9253																						
1/27/2019	22:31:17	1458.03	3.7336	3.7587	3.9345	3.9248																						
1/27/2019	22:31:19	1459.3	3.734	3.7578	3.9342	3.9264																						
1/27/2019	22:31:20	1460.5	3.7316	3.7584	3.9361	3.9245																						
1/27/2019	22:31:21	1461.77	3.7324	3.7586	3.9354	3.9234																						
1/27/2019	22:31:22	1462.97	3.7294	3.7585	3.9336	3.9203																						
1/27/2019	22:31:24	1464.27	3.7304	3.757	3.9308	3.9194																						
1/27/2019	22:31:25	1465.48	3.7286	3.7552	3.9292	3.9192																						
1/27/2019	22:31:26	1466.8	3.7293	3.7563	3.93	3.9194																						
1/27/2019	22:31:28	1468.12	3.7297	3.7572	3.9306	3.919																						
1/27/2019	22:31:29	1469.42	3.7311	3.7588	3.9314	3.9198																						
1/27/2019	22:31:30	1470.69	3.7333	3.7576	3.9338	3.9196																						
1/27/2019	22:31:31	1471.91	3.7332	3.758	3.9356	3.9213																						
1/27/2019	22:31:33	1473.12	3.7344	3.7581	3.935	3.9214																						
1/27/2019	22:31:34	1474.36	3.7323	3.7591	3.9341	3.9213																						
1/27/2019	22:31:35	1475.61	3.7333	3.7592	3.933	3.9203																						
1/27/2019	22:31:36	1476.83	3.7319	3.7592	3.9334	3.9185																						
1/27/2019	22:31:37	1478.08	3.7341	3.7594	3.9318	3.9178																						
1/27/2019	22:31:39	1479.34	3.734	3.7579	3.9318	3.9178																						
1/27/2019	22:31:40	1480.53	3.7336	3.7575	3.9321	3.9203																						
1/27/2019	22:31:41	1481.73	3.7312	3.7572	3.9315	3.9213																						
1/27/2019	22:31:42	1482.97	3.7312	3.7584	3.9304	3.9208																						
