"max_temp","time","set_point"
29,"2025/12/05 06:43:00",29
29,"2025/12/05 06:44:00",29
29,"2025/12/05 06:45:00",29
29,"2025/12/05 06:46:00",29
29,"2025/12/05 06:47:00",29
29,"2025/12/05 06:48:00",29
29,"2025/12/05 06:49:00",29
29,"2025/12/05 06:50:00",29
29,"2025/12/05 06:51:00",29
29,"2025/12/05 06:52:00",29
29,"2025/12/05 06:53:00",29
29,"2025/12/05 06:54:00",29
29,"2025/12/05 06:55:00",29
29,"2025/12/05 06:56:00",29
29,"2025/12/05 06:57:00",29
29,"2025/12/05 06:58:00",29
29,"2025/12/05 06:59:00",29
29,"2025/12/05 07:00:00",29
29,"2025/12/05 07:01:00",29
29,"2025/12/05 07:02:00",29
29,"2025/12/05 07:03:00",29
29,"2025/12/05 07:04:00",29
29,"2025/12/05 07:05:00",29
29,"2025/12/05 07:06:00",29
29,"2025/12/05 07:07:00",29
29,"2025/12/05 07:08:00",29
29,"2025/12/05 07:09:00",29
29,"2025/12/05 07:10:00",29
29,"2025/12/05 07:11:00",29
29,"2025/12/05 07:12:00",29
29,"2025/12/05 07:13:00",29
29,"2025/12/05 07:14:00",29
29,"2025/12/05 07:15:00",29
29,"2025/12/05 07:16:00",29
29,"2025/12/05 07:17:00",29
29,"2025/12/05 07:18:00",29
29,"2025/12/05 07:19:00",29
29,"2025/12/05 07:20:00",29
29,"2025/12/05 07:21:00",29
29,"2025/12/05 07:22:00",29
29,"2025/12/05 07:23:00",29
29,"2025/12/05 07:24:00",29
29,"2025/12/05 07:25:00",29
29,"2025/12/05 07:26:00",29
29,"2025/12/05 07:27:00",29
29,"2025/12/05 07:28:00",29
29,"2025/12/05 07:29:00",29
29,"2025/12/05 07:30:00",29
29,"2025/12/05 07:31:00",29
29,"2025/12/05 07:32:00",29
29,"2025/12/05 07:33:00",29
29,"2025/12/05 07:34:00",29
29,"2025/12/05 07:35:00",29
29,"2025/12/05 07:36:00",29
29,"2025/12/05 07:37:00",29
29,"2025/12/05 07:38:00",29
29,"2025/12/05 07:39:00",29
29,"2025/12/05 07:40:00",29
29,"2025/12/05 07:41:00",29
29,"2025/12/05 07:42:00",29
29,"2025/12/05 07:43:00",29
29,"2025/12/05 07:44:00",29
29,"2025/12/05 07:45:00",29
29,"2025/12/05 07:46:00",29
29,"2025/12/05 07:47:00",29
29,"2025/12/05 07:48:00",29
29,"2025/12/05 07:49:00",29
29,"2025/12/05 07:50:00",29
29,"2025/12/05 07:51:00",29
29,"2025/12/05 07:52:00",29
29,"2025/12/05 07:53:00",29
29,"2025/12/05 07:54:00",29
29,"2025/12/05 07:55:00",29
29,"2025/12/05 07:56:00",29
29,"2025/12/05 07:57:00",29
29,"2025/12/05 07:58:00",29
29,"2025/12/05 07:59:00",29
29,"2025/12/05 08:00:00",29
29,"2025/12/05 08:01:00",29
29,"2025/12/05 08:02:00",29
29,"2025/12/05 08:03:00",29
29,"2025/12/05 08:04:00",29
29,"2025/12/05 08:05:00",29
29,"2025/12/05 08:06:00",29
29,"2025/12/05 08:07:00",29
29,"2025/12/05 08:08:00",29
29,"2025/12/05 08:09:00",29
29,"2025/12/05 08:10:00",29
29,"2025/12/05 08:11:00",29
29,"2025/12/05 08:12:00",29
29,"2025/12/05 08:13:00",29
29,"2025/12/05 08:14:00",29
29,"2025/12/05 08:15:00",29
29,"2025/12/05 08:16:00",29
29,"2025/12/05 08:17:00",29
29,"2025/12/05 08:18:00",29
29,"2025/12/05 08:19:00",29
29,"2025/12/05 08:20:00",29
29,"2025/12/05 08:21:00",29
29,"2025/12/05 08:22:00",29
29,"2025/12/05 08:23:00",29
29,"2025/12/05 08:24:00",29
29,"2025/12/05 08:25:00",29
29,"2025/12/05 08:26:00",29
29,"2025/12/05 08:27:00",29
29,"2025/12/05 08:28:00",29
29,"2025/12/05 08:29:00",29
29,"2025/12/05 08:30:00",29
29,"2025/12/05 08:31:00",29
29,"2025/12/05 08:32:00",29
29,"2025/12/05 08:33:00",29
29,"2025/12/05 08:34:00",29
29,"2025/12/05 08:35:00",29
29,"2025/12/05 08:36:00",29
29,"2025/12/05 08:37:00",29
29,"2025/12/05 08:38:00",29
29,"2025/12/05 08:39:00",29
29,"2025/12/05 08:40:00",29
29,"2025/12/05 08:41:00",29
29,"2025/12/05 08:42:00",29
29,"2025/12/05 08:43:00",29
29,"2025/12/05 08:44:00",29
29,"2025/12/05 08:45:00",29
29,"2025/12/05 08:46:00",29
29,"2025/12/05 08:47:00",29
29,"2025/12/05 08:48:00",29
29,"2025/12/05 08:49:00",29
29,"2025/12/05 08:50:00",29
29,"2025/12/05 08:51:00",29
29,"2025/12/05 08:52:00",29
29,"2025/12/05 08:53:00",29
29,"2025/12/05 08:54:00",29
29,"2025/12/05 08:55:00",29
29,"2025/12/05 08:56:00",29
29,"2025/12/05 08:57:00",29
